step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce
2647412 76234.0615373726 46756.3591453135 13441.6460667776 16036.0563252815 0.994001916415563 0.0263897751417666 -4926.40979510251 -10847.3332320182 -12949.5810257767 -1.25104192348976
2647614 76601.6101682988 47229.5558886471 13367.7403950049 16004.3138846468 1.00406169177689 0.0305800438119464 -3389.71140988237 -16821.045958717 -13133.175916546 -1.21388354566576
2647816 76646.8621699336 47274.5527649648 13324.15064373 16048.1587612388 1.00501828852886 0.0251005426296306 -5785.53597163292 -10613.142506388 -11019.5982175874 -1.2754778803019
2648018 76317.9017363602 47022.8429470436 13185.2640426544 16109.7947466622 0.999667143872437 0.0279571081549518 -7146.74641447551 -9633.64731048115 -13812.8987299143 -1.23339287435824
2648220 76785.6061917808 47071.2367793524 13409.4528004958 16304.9166119326 1.00069595712772 0.0246583026191882 -6924.94816115104 -8580.62751853393 -11526.0826643889 -1.28166706428299
2648422 76564.4565446112 47280.5842724717 13258.6241392459 16025.2481328936 1.00514651344052 0.0270943699983459 -7077.88767924441 -8150.96555114956 -14526.3366533449 -1.23725640001891
2648624 76259.1727002004 46848.7977062681 13232.9416088861 16177.4333850462 0.995967084542833 0.0157567365454299 -6237.92177311908 -4269.37670134227 -6827.65667292395 -1.3940302669536
2648826 76485.3442734626 47041.6750644182 13412.059149523 16031.6100595213 1.00006749927014 0.0237893313500417 -4867.28999301722 -9279.4583062472 -12071.8875256673 -1.28502122264172
2649028 76593.1301483354 47311.3615047759 13229.1757848169 16052.5928587426 1.00580081220226 0.0180587812109299 -4422.82242727384 -5068.01219601168 -10447.3829845894 -1.37527807042323
2649230 76743.0665684321 47086.6010122383 13473.279529192 16183.1860270018 1.00102258814032 0.0240354760313975 -7580.8123234224 -6035.1645428643 -12967.9601681927 -1.29118287480325
2649432 76374.1246140579 46839.4748816163 13404.3336430611 16130.3160893805 0.995768888923249 0.0225712642010038 -3538.11253600899 -7107.89931054623 -14362.6108464592 -1.31249114814928
2649634 76511.5421565798 46903.3737433752 13516.7919961297 16091.3764170749 0.997127326410817 0.0223940602099438 -5489.62985195786 -9822.60506327662 -9543.84843959371 -1.291115223912
2649836 76604.5700434766 47231.0181485742 13361.4835341543 16012.0683607481 1.0040927782258 0.0204599570131745 -5073.55414299245 -5616.81410145853 -12058.9920283314 -1.34429236113222
2650038 76057.2263760527 46680.2698437805 13300.2563046205 16076.7002276517 0.992384320158604 0.016152086180898 -5094.31712521352 -3866.35521418641 -9030.37173245995 -1.38160596701078
2650240 76240.5780861988 46648.1283850168 13432.6613609136 16159.7883402684 0.991701019059214 0.0221415700172893 -4297.79929927222 -7847.282453016 -12560.6709813354 -1.30533788422675
2650442 76834.6925132105 47121.635472481 13508.3881085217 16204.6689322078 1.00176739208268 0.0229518461629626 -7555.96347305692 -7321.32423012284 -10777.4690577049 -1.31609444166475
2650644 76574.8600109221 47009.7330487152 13411.8381952933 16153.2887669135 0.999388438166931 0.0197370942555387 -7401.09267511813 -4197.09288993404 -10501.8392611476 -1.33805420874597
2650846 76406.2590562866 46935.0673166763 13415.8363965756 16055.3553430347 0.997801105831953 0.0269098967798402 -8241.37645864084 -10561.8350588549 -11380.9782546231 -1.24140928914354
2651048 75769.3119806999 46661.3482025057 13221.6057991874 15886.3579790069 0.99198206155608 0.0211349640611145 -3044.67457652739 -6926.27744414976 -13776.9707694027 -1.31337369208465
2651250 76579.3707525825 47192.9173138901 13423.3190945617 15963.1343441307 1.00328278567323 0.0203075057670106 -1537.08888776319 -9595.35048119874 -11725.4437557288 -1.34505701125466
2651452 76362.2633450185 47174.5954119117 13321.2528964896 15866.4150366172 1.00289327703714 0.0265784034304784 -9211.15159224608 -8809.67040358643 -11947.4918615156 -1.23988278743432
2651654 75917.6188280013 46669.2827010601 13211.7975246479 16036.5386022933 0.992150742499444 0.0195924634234418 -5955.52053413998 -6562.47592344748 -9611.68454659215 -1.33244078324336
2651856 76215.996639177 46913.2780274916 13384.7713587477 15917.9472529377 0.997337883382582 0.0291918125943605 -9996.58375539723 -8187.57149029054 -14845.0830937303 -1.19394877978636
2652058 76503.2669501386 46942.8634919742 13350.7308569659 16209.6726011985 0.997966846136126 0.0173902417264059 -593.327363102612 -9581.00021470763 -9535.97109440929 -1.36562064105673
2652260 76382.7715119311 46740.566819459 13526.5496819687 16115.6550105034 0.993666184496934 0.0113176062924376 -2931.01489973123 -1296.94174419109 -8621.68348919086 -1.43541058613674
2652462 77026.5609922678 47587.54844616 13357.7559662553 16081.2565798525 1.0116723204643 0.0210615607778357 -7669.64634128835 -3961.72148217299 -12322.4334595197 -1.31762514507577
2652664 76943.2557890693 47482.7032904811 13413.8938247546 16046.6586738336 1.00944339829036 0.0237103100273443 -2646.13703791623 -10023.872386505 -14342.6502313473 -1.30521372236996
2652866 76867.2807202255 47305.0658922102 13418.7220648173 16143.492763198 1.00566697263327 0.0194086023326297 -3938.21643804618 -7226.57472142848 -10984.9838503999 -1.3489416560577
2653068 76108.1957688614 47005.2389653663 12978.5032875872 16124.4535159078 0.9992928976342 0.0160178138922222 -2838.04540665544 -5612.75814308651 -9860.6141124839 -1.38256526534457
2653270 76630.3407980385 47050.8501371014 13528.4387727976 16051.0518881395 1.00026255380383 0.0192927122530253 -6844.91093805518 -4280.10689554661 -10967.9677178352 -1.33994512455144
2653472 76692.9925003375 47171.0854561283 13450.2804164702 16071.626627739 1.00281865825076 0.0213396563661417 -3190.69365798258 -7888.29437687223 -13399.7865351817 -1.31730852986963
2653674 76448.6882150427 46991.0844629917 13502.3457809077 15955.2579711433 0.998991984501881 0.0152196462141236 -3788.90040832413 -3488.56933718371 -10210.7932344777 -1.39598765048814
2653876 76168.2724357026 46854.8186895624 13422.4854598936 15890.9682862466 0.996095085718346 0.02281604236681 -6300.68566002465 -8332.37580370905 -11628.5300261913 -1.29034298554961
2654078 76738.5739624511 47260.7460931802 13553.965530527 15923.862338744 1.00472476999012 0.0121377474792451 1068.83828935843 -5702.94785877868 -9360.35153431785 -1.45709245428729
2654280 76390.8757244924 46952.0210749502 13435.6708400607 16003.1838094814 0.998161528852966 0.027068315931287 -7587.39363879432 -8498.44665653646 -15176.063559478 -1.21283920089767
2654482 76504.1440052087 47094.988322743 13545.5758480873 15863.5798343784 1.00120089549503 0.0204034444565362 -4643.41530378937 -8262.04032511339 -10698.9210084399 -1.33495465965903
2654684 76491.2201451884 47176.1929880978 13545.5502019249 15769.4769551657 1.00292724019894 0.0137108227279893 -3581.60030856297 -1914.32552930749 -10392.6941989069 -1.42883757361063
2654886 76573.6364305411 47136.327111406 13515.4645621674 15921.8447569677 1.00207972429831 0.0169826157758857 -3829.84107322594 -7357.93701677632 -8525.53540726956 -1.38846464317013
2655088 76223.7589576581 47007.0077952826 13323.0319575847 15893.7192047908 0.999330501510095 0.0254754676305072 -9904.97839212293 -6754.44245073407 -12962.1685141124 -1.25750759461073
2655290 76695.9177016112 47221.1557475551 13637.1772433312 15837.5847107249 1.00388311165439 0.0237574463590172 -8083.12703317131 -8720.01474100007 -10867.2857120319 -1.28575135712282
2655492 76266.3818025428 46612.8976387515 13620.5670996147 16032.9170641766 0.990952042236711 0.0109552263550197 -374.649109257986 -4001.33362728376 -8405.05628950458 -1.449714126426
2655694 76843.0476505334 47470.8093635873 13280.2197101728 16092.0185767733 1.00919054314205 0.0227035494880562 -3549.62472705792 -7937.46718081311 -15044.6668445885 -1.28467466931373
2655896 76225.3884326345 46828.475364146 13418.1339991971 15978.7790692913 0.995535048187039 0.0191583197843324 -2480.38888654558 -7168.69043746864 -12777.134288131 -1.33115856839254
2656098 76339.495174557 46897.7337968683 13486.0043323542 15955.7570453345 0.997007425765453 0.0185544981672185 -1561.2090713991 -7795.03972023595 -12399.4378020692 -1.33096229826254
2656300 76169.7759308859 46855.8604519258 13400.9786249582 15912.9368540019 0.99611723273331 0.0270498666262096 -6837.31213699266 -8666.46861846376 -16265.8776681997 -1.21054749816507
2656502 75687.3247370756 46815.3226448952 13195.909146193 15676.0929459874 0.995255432143779 0.0217358902850558 -4674.31933781033 -7104.61785959795 -13792.0492750273 -1.27460658787895
2656704 75771.917376137 46418.7073313049 13412.7640007131 15940.446044119 0.986823715282266 0.024070030605826 -5586.6986665929 -8677.37843184484 -14099.9651216616 -1.25050824502841
2656906 76505.5970540938 47023.0995111544 13570.9892714945 15911.5082714448 0.999672598215386 0.0255279219706767 -6753.90487580691 -11600.9200215289 -11777.1210283103 -1.24991182338235
2657108 76005.151502299 46923.0911000259 13357.3773906205 15724.6830116526 0.997546501270786 0.00913531239694146 -3266.25800604563 -1169.93860841005 -6364.55954811689 -1.48959807316251
2657310 76269.3501696084 47041.6626967637 13313.195943146 15914.4915296987 1.00006723634392 0.0198765660194333 -5338.61760609769 -7144.31017866427 -11056.1783879577 -1.33614674108055
2657512 76406.8327342662 47185.2693988058 13363.4609327105 15858.1024027499 1.00312019725982 0.0197660575350063 -5291.76543745936 -2562.98134274165 -15592.1481268709 -1.31333936119903
2657714 76443.5020812541 47250.7427813961 13447.5052955449 15745.2540043131 1.00451210777121 0.0132434661735395 -4280.47648017486 -3050.68005427614 -8404.41193481625 -1.4241481748055
2657916 76864.8228136314 47607.442819206 13448.8368606125 15808.5431338129 1.01209525854791 0.0180415412550213 -2759.24975960657 -8812.45233264858 -9900.11100214987 -1.35486630764079
2658118 76546.3930725404 47028.4351406799 13509.5014713691 16008.4564604915 0.999786029330864 0.0278400903424236 -6888.70908341567 -10961.48262458 -15337.6386563359 -1.22088551786358
2658320 76645.4116868433 47082.0164971524 13680.3885008483 15883.0066888426 1.00092512510289 0.0198673734319648 -1622.65530958846 -8540.22531903645 -13559.6297972154 -1.3428057248365
2658522 76363.7311634014 46853.7984660982 13505.0785245888 16004.8541727144 0.996073396602744 0.0241883061589493 -6064.97812110147 -9417.68581602787 -13446.5379838855 -1.26244600878677
2658724 76459.614539946 47196.5919456342 13445.7199289725 15817.3026653393 1.00336090533572 0.0185005108763181 -4244.86275291661 -6672.19069576078 -11245.7329196321 -1.3515488936242
2658926 76282.5613458394 46978.7389027528 13454.1197343453 15849.7027087413 0.998729527998402 0.0149800621139447 -288.699921347148 -6596.68069512055 -11089.364409794 -1.39641703231568
2659128 76379.3068208797 46955.8214725721 13439.9772289891 15983.5081193184 0.998242322195055 0.01831808384284 -4884.38016971957 -2851.55731140716 -14279.9652847741 -1.35581912734664
2659330 76211.3652793003 46851.074656755 13463.0295078657 15897.2611146796 0.996015490646067 0.0240813701318361 -6757.74884878428 -10439.418006891 -11792.5404344843 -1.2562808308241
2659532 75974.8031670408 46697.5981230127 13387.1392896079 15890.0657544201 0.992752705188574 0.024122431360912 -5471.59701324236 -10891.0245852844 -12723.6966552724 -1.26098402684985
2659734 76549.2167059068 47283.5858531515 13431.4231314614 15834.2077212939 1.0052103245884 0.0135655738635401 128.491087106883 -4894.45178594217 -11617.6543477587 -1.42218444242537
2659936 76129.6400956791 46665.2124177816 13499.9331946043 15964.4944832932 0.992064211609248 0.0133781310857191 -3282.38900490959 -5036.40911208727 -7864.60175246948 -1.41330456151026
2660138 76595.5081478624 47155.3526486026 13588.1155001888 15852.039999071 1.00248419164307 0.0199340607188797 -6351.01947134822 -6620.23850452192 -11181.7771386414 -1.33856578217786
2660340 76166.185999234 47014.4304455539 13388.1095005073 15763.6460531728 0.999488300978004 0.0181856332162738 -4871.62801443057 -5559.41369550295 -11639.0861857191 -1.36310712578396
2660542 76187.1637681555 46804.4243104744 13636.1517882091 15746.587669472 0.995023742476364 0.0248419988588436 -8110.6694856612 -9329.28457248941 -12756.9429728444 -1.26016907313493
2660744 76198.7589162719 46902.7458994918 13491.7692140201 15804.24380276 0.997113978963866 0.0216165438603278 -6140.5850509715 -8008.94244002421 -12168.9203618458 -1.31023057529464
2660946 75895.3781863245 46930.7705536759 13165.9168633617 15798.6907692869 0.997709760168285 0.0187537253504709 -2739.74005990885 -9112.77665488938 -11017.0890984116 -1.33302020802527
2661148 76322.9089797546 47229.242126202 13350.3459139305 15743.3209396221 1.00405502144418 0.0214476314272741 -6152.0700007218 -7973.88716833899 -12070.7352709389 -1.29960960456274
2661350 76207.0265280612 47063.2321740386 13438.4985684523 15705.2957855702 1.00052578577205 0.021703371198053 -6473.81646623099 -8210.11383456948 -11867.5784451002 -1.28587373149238
2661552 76424.6991640765 47418.5411683107 13251.1581202538 15754.999875512 1.00807936410197 0.016212810146798 -2606.5120781624 -5714.18929864128 -11545.4653174493 -1.38512859150289
2661754 75986.6897698843 46801.2260182872 13390.3328365259 15795.1309150711 0.994955749402877 0.00758450177903559 539.468243285274 -1040.93617745267 -8806.94200992093 -1.49533721697131
2661956 76485.7797889986 47161.937253899 13454.4552909757 15869.3872441239 1.00262417496092 0.0153604707042591 -3913.45265388671 -4927.29095660242 -10041.105860169 -1.40894927076188
2662158 76682.2193996154 47357.7366552335 13461.0426861061 15863.4400582758 1.00678670993406 0.0130970521080654 -1845.47961631606 -7087.01005332088 -7192.67006339415 -1.44019700932961
2662360 76097.4485772419 46976.1803714984 13295.1860107691 15826.0821949743 0.998675135718581 0.0291949359775452 -9813.51000769475 -9222.6118162572 -16965.9392642163 -1.18209607876579
2662562 75965.6772036977 46618.3263584643 13562.5423040617 15784.8085411716 0.991067452373361 0.0200325096173165 -2726.2280107594 -9209.96054512954 -12806.3053494977 -1.30587118032268
2662764 76719.92373981 47246.9900064804 13542.2761911771 15930.6575421525 1.00443232684887 0.0134108953305109 -3275.41629076854 -1677.34877023851 -11637.4902952011 -1.42658133453386
2662966 76292.9228186548 46970.818709431 13542.6020539944 15779.5020552294 0.998561151172572 0.0244075909307068 -7878.61347518308 -8626.53846348596 -13736.5559287823 -1.26215386070028
2663168 76326.4263557957 47317.9544982374 13393.5559599239 15614.9158976343 1.00594097384562 0.0171192785593023 -886.572679334926 -6965.79746755266 -13392.39206421 -1.37207380326075
2663370 76235.9012040897 46722.5071008493 13608.4132276808 15904.9808755595 0.993282249664622 0.0144681213083815 -3543.29619713507 -2823.28629360736 -11616.4320882139 -1.40829937823383
2663572 76053.8635895621 46990.7511676903 13317.2691902045 15745.8432316672 0.998984898916639 0.0144480730960326 -1056.5243183126 -6815.35725048119 -10114.4729297842 -1.39149028268998
2663774 76333.5850849454 47115.2986874168 13489.8776308673 15728.4087666614 1.00163267722008 0.017454902834842 -3187.05418297361 -5396.42036991985 -13180.2111734557 -1.36806140801757
2663976 76255.7686146686 46976.5352172535 13540.0116597376 15739.2217376775 0.998682679448823 0.0212250337093781 -2212.97994303235 -10436.9540533578 -13856.0616357565 -1.2873349531071
2664178 76830.6966944908 47124.9238321775 13902.6530788822 15803.1197834311 1.00183729991767 0.0148627032552799 71.3684449099457 -8028.50072386714 -10632.6026849361 -1.40431235336374
2664380 76368.2371361733 47023.6706963631 13591.9881659886 15752.5782738216 0.999684741145298 0.0133447005967374 -617.066175235217 -4656.61217782078 -11443.4940475613 -1.41453187898916
2664582 76440.0112296914 47240.8738918955 13461.3391709043 15737.7981668916 1.00430230326 0.0235235890931991 -5508.86165520105 -9530.13965433043 -14475.4768279826 -1.2610452033163
2664784 76698.9876703428 47282.5559054781 13626.6161077389 15789.8156571258 1.00518842874407 0.0160208697186977 -5741.83692739473 -4526.84257653566 -9863.652997512 -1.39007715751296
2664986 76516.8230106351 47131.618615138 13570.86645562 15814.3379398771 1.00197962552246 0.0174860245885199 -3509.15144994082 -7938.65986730935 -10559.8817316934 -1.35834060293611
2665188 76221.3820049455 46841.2551567826 13409.7559231407 15970.3709250222 0.995806736115791 0.0167316786927674 -3600.35592377875 -6625.22169270424 -10865.4301784563 -1.36117672291837
2665390 76475.5568297137 47064.6456744439 13543.597602042 15867.3135532278 1.00055583563345 0.0173155602274779 -4597.62274126053 -7980.87147847281 -9282.38872084457 -1.35727630940893
2665592 76318.6858014886 46812.9179866461 13481.609701687 16024.1581131554 0.995204311078077 0.0131745819368451 -1326.80287918487 -2535.88661916914 -12795.9790467671 -1.42086135283126
2665794 76447.043335996 46882.764627518 13741.6207076277 15822.6580008503 0.996689193480192 0.0199875779410469 -3919.21103150873 -6120.59412486989 -15272.6848122504 -1.31202492667298
2665996 76310.5117440149 46953.6059204886 13521.8521525888 15835.0536709375 0.998195221371613 0.0189141183052934 -5571.13939226906 -6169.44637682429 -12249.456724771 -1.32530199480883
2666198 76833.9298095465 47254.764507283 13664.1372186423 15915.0280836212 1.00459760637101 0.0130066319171899 435.079665998841 -6161.44301089132 -10796.2580470434 -1.43420651401299
2666400 76220.2038041779 46860.5814121108 13403.4039234902 15956.218468577 0.996217596481834 0.0116580979233856 -982.20181951916 -1172.02773455868 -12678.120133147 -1.43938060380639
2666602 76373.5121156645 47042.3905865745 13489.690454437 15841.431074653 1.00008271068538 0.0210533616626783 -3392.73800948637 -10905.6921788132 -12528.4912372149 -1.28515601430172
