step etot ke peBond peAngle temp press stressX stressY stressZ AvBondForce
2635090 67934.1105328036 47069.7308605834 10969.321761438 9895.05791078216 1.00066394252758 0.0360715678623032 -9173.51285875534 -8930.04393281542 -16854.0398162019 -1.09273062606786
2635292 68204.6106278041 47460.4798771548 10971.5386483049 9772.59210234451 1.00897094671715 0.0425462246577911 -12140.6733749104 -13967.7875648202 -15207.0556670732 -1.01889033608759
2635494 68076.0874410136 47381.0352718084 10861.3338948724 9833.71827433277 1.00728201944808 0.0458762732621543 -10811.1586795563 -15238.8462942105 -18588.9623557928 -0.965231506120064
2635696 67474.5522629748 46746.5097071672 10976.6899545804 9751.35260122711 0.993792525424221 0.0320014734153815 -5581.41929099161 -10793.6466273253 -14825.9027745381 -1.16032417128178
2635898 68202.1556607238 47289.6657292226 11053.914437821 9858.5754936802 1.00533957777613 0.0260999205363969 -8783.36624613027 -4724.29600549657 -11990.4269070532 -1.24797926085829
2636100 67706.6770011475 46993.496779863 10772.0729732516 9941.10724803289 0.999043268383623 0.0359960154873161 -7594.99888875524 -10927.3971100352 -16714.0003770046 -1.06837918516161
2636302 67726.7349680118 47089.4486761015 10851.1117032077 9786.1745887026 1.00108312714269 0.0452846115898688 -12975.2364446952 -13473.7962902333 -17968.5148750346 -0.964476925753338
2636504 67957.2936426988 47244.8098457063 10899.5089927556 9812.97480423688 1.00438597841569 0.0397746827234477 -11586.3773961181 -13056.8136784161 -14447.7206107227 -1.03745549479009
2636706 67953.3151187568 47141.7407708603 10864.6122079813 9946.96213991523 1.00219481426619 0.0348993272682039 -11488.2767889145 -9521.52136874168 -13357.8296512944 -1.11326367175085
2636908 67510.0158067828 46808.5543504314 10783.8117299565 9917.649726395 0.995111543744621 0.0409146917808772 -16842.9022044518 -8655.63261720287 -14872.8361163307 -1.0059331903697
2637110 68132.0564407573 47352.3705702754 10894.9565210817 9884.72934940017 1.00667263136102 0.0323667022046231 -7756.37475037089 -9871.25821414222 -14372.5655039582 -1.14615127507351
2637312 68064.3763027677 47162.4329203273 11080.1073445952 9821.83603784521 1.00263471242338 0.0385290283305228 -11483.4564408982 -10319.4213171048 -16365.2258987789 -1.04969682857393
2637514 67898.4094372792 47129.0004880015 10892.4417045951 9876.96724468259 1.00192396628297 0.0310190788930791 -8167.67680066339 -8530.47655384082 -14091.0206027131 -1.15433058033925
2637716 67876.8313618057 47347.1065826516 10758.0536046516 9771.67117450252 1.00656072329372 0.0430884952150261 -13026.3912353793 -12208.5495297044 -17618.4701005586 -0.977237148613645
